Index     ons     dos     tros         x1          y1          z1        x2        y2         z2         x3         y3          z3
2707        1      3       0     -0.012031   -0.004731   0.000000   0.679160   25.000000   0.750618      inf         inf         inf   
2708        3      0       0     0.887541   25.000000   -0.748686       inf           inf           inf       inf   inf   inf
2709        1      3       0     -0.009560   -0.002166   0.000000   0.693582   25.000000   0.750618      inf         inf         inf   
2710        1      2       3     -0.003751   0.013869   0.000000   -0.000035   0.141128   0.003823   -0.750611   25.000000   0.750626
2711        2      1       3     -0.000290   -0.394682   0.011763   -0.011860   -0.003120   0.000000   -0.750605   25.000000   0.750634
2712        1      2       3     -0.005919   0.010962   0.000000   -0.000081   0.213850   0.006095   -0.750585   25.000000   0.750657
2713        3      0       0     0.953714   25.000000   -0.748787       inf           inf           inf       inf   inf   inf
2714        1      2       3     -0.006120   0.001882   0.000000   -0.000079   0.211718   0.006301   -0.750588   25.000000   0.750654
2715        1      3       0     -0.020183   0.001912   0.000000   0.629134   25.000000   0.750617      inf         inf         inf   
2716        1      3       0     -0.020073   0.016060   0.000000   0.627591   25.000000   0.750615      inf         inf         inf   
2717        1      3       0     -0.015127   0.013282   0.000000   0.657640   25.000000   0.750616      inf         inf         inf   
2718        1      3       0     -0.038625   0.003235   0.000000   0.518262   25.000000   0.750617      inf         inf         inf   
2719        1      3       0     -0.042244   -0.010628   0.000000   0.498340   25.000000   0.750619      inf         inf         inf   
2720        1      3       0     -0.032584   0.007867   0.000000   0.553858   25.000000   0.750617      inf         inf         inf   
2721        3      0       0     0.890848   25.000000   -0.749915       inf           inf           inf       inf   inf   inf
2722        3      0       0     0.863736   25.000000   -0.749635       inf           inf           inf       inf   inf   inf
2723        1      3       0     -0.036871   -0.013147   0.000000   0.531018   25.000000   0.750619      inf         inf         inf   
2724        1      3       0     -0.020052   0.001073   0.000000   0.630046   25.000000   0.750617      inf         inf         inf   
2725        3      0       0     0.839747   25.000000   -0.751114       inf           inf           inf       inf   inf   inf
2726        1      3       0     -0.023087   0.000380   0.000000   0.611931   25.000000   0.750618      inf         inf         inf   
2727        1      3       0     -0.048247   -0.002802   0.000000   0.461263   25.000000   0.750618      inf         inf         inf   
2728        3      0       0     0.941724   25.000000   -0.750811       inf           inf           inf       inf   inf   inf
2729        3      0       0     0.844025   25.000000   -0.747634       inf           inf           inf       inf   inf   inf
2730        3      0       0     0.917903   25.000000   -0.748533       inf           inf           inf       inf   inf   inf
2731        1      2       3     -0.002553   0.000385   0.000000   -0.000013   0.086431   0.002584   -0.750580   25.000000   0.750663
2732        3      0       0     1.026129   25.000000   -0.750177       inf           inf           inf       inf   inf   inf
2733        3      0       0     0.951369   25.000000   -0.749468       inf           inf           inf       inf   inf   inf
2734        3      0       0     0.874200   25.000000   -0.749530       inf           inf           inf       inf   inf   inf
2735        2      1       3     -0.000126   -0.262044   0.008117   -0.008173   0.008790   0.000000   -0.750585   25.000000   0.750657
2736        1      3       0     -0.029161   -0.005039   0.000000   0.576253   25.000000   0.750618      inf         inf         inf   
2737        3      0       0     1.031519   25.000000   -0.748757       inf           inf           inf       inf   inf   inf
2738        1      2       3     -0.001140   -0.013208   0.000000   -0.000001   0.024921   0.001145   -0.750583   25.000000   0.750661
2739        1      3       0     -0.046627   -0.014971   0.000000   0.472509   25.000000   0.750620      inf         inf         inf   
2740        1      3       0     -0.033450   0.011704   0.000000   0.548133   25.000000   0.750616      inf         inf         inf   
2741        3      0       0     0.865606   25.000000   -0.748210       inf           inf           inf       inf   inf   inf
2742        2      1       3     -0.000185   -0.316154   0.009764   -0.009845   0.009709   0.000000   -0.750599   25.000000   0.750640
2743        1      3       0     -0.041085   0.012854   0.000000   0.502245   25.000000   0.750616      inf         inf         inf   
2744        1      3       0     -0.029019   0.015106   0.000000   0.574183   25.000000   0.750616      inf         inf         inf   
2745        1      2       3     -0.006744   -0.007032   0.000000   -0.000089   0.224703   0.006956   -0.750597   25.000000   0.750643
2746        1      3       0     -0.017509   -0.003760   0.000000   0.646082   25.000000   0.750618      inf         inf         inf   
2747        1      2       3     -0.002951   0.016536   0.000000   -0.000024   0.116305   0.002998   -0.750591   25.000000   0.750651
2748        1      3       0     -0.043136   -0.003090   0.000000   0.492002   25.000000   0.750618      inf         inf         inf   
2749        1      3       0     -0.048038   -0.005717   0.000000   0.462875   25.000000   0.750618      inf         inf         inf   
2750        1      3       0     -0.041478   -0.005926   0.000000   0.502338   25.000000   0.750618      inf         inf         inf   
2751        1      3       0     -0.009507   0.014988   0.000000   0.691012   25.000000   0.750616      inf         inf         inf   
2752        1      3       0     -0.028822   0.002447   0.000000   0.577198   25.000000   0.750617      inf         inf         inf   
2753        3      0       0     0.923593   25.000000   -0.753004       inf           inf           inf       inf   inf   inf
2754        2      1       3     -0.000032   -0.132293   0.003962   -0.003973   -0.000324   0.000000   -0.750603   25.000000   0.750636
2755        3      0       0     1.046933   25.000000   -0.753595       inf           inf           inf       inf   inf   inf
2756        3      0       0     1.000067   25.000000   -0.752248       inf           inf           inf       inf   inf   inf
2757        1      3       0     -0.034459   0.011364   0.000000   0.542135   25.000000   0.750616      inf         inf         inf   
2758        3      0       0     0.946883   25.000000   -0.747949       inf           inf           inf       inf   inf   inf
2759        3      0       0     0.957565   25.000000   -0.750570       inf           inf           inf       inf   inf   inf
2760        1      3       0     -0.010085   0.004183   0.000000   0.689362   25.000000   0.750617      inf         inf         inf   
2761        2      1       3     -0.000037   -0.141888   0.003991   -0.003998   -0.009194   0.000000   -0.750593   25.000000   0.750649
2762        1      3       0     -0.020191   -0.010097   0.000000   0.630957   25.000000   0.750619      inf         inf         inf   
2763        1      3       0     -0.049461   -0.003772   0.000000   0.454084   25.000000   0.750618      inf         inf         inf   
2764        1      3       0     -0.024408   -0.013062   0.000000   0.606037   25.000000   0.750619      inf         inf         inf   
2765        1      3       0     -0.019649   0.014674   0.000000   0.630344   25.000000   0.750616      inf         inf         inf   
2766        1      3       0     -0.040166   -0.000952   0.000000   0.509568   25.000000   0.750618      inf         inf         inf   
2767        3      0       0     0.992687   25.000000   -0.751463       inf           inf           inf       inf   inf   inf
2768        2      1       3     -0.000029   -0.125531   0.003789   -0.003799   0.000670   0.000000   -0.750613   25.000000   0.750622
2769        3      0       0     1.038816   25.000000   -0.749571       inf           inf           inf       inf   inf   inf
2770        1      3       0     -0.023626   0.009860   0.000000   0.607262   25.000000   0.750616      inf         inf         inf   
2771        1      3       0     -0.017769   -0.003458   0.000000   0.644472   25.000000   0.750618      inf         inf         inf   
2772        1      3       0     -0.045699   0.004646   0.000000   0.475636   25.000000   0.750617      inf         inf         inf   
2773        1      3       0     -0.022986   -0.012432   0.000000   0.614501   25.000000   0.750619      inf         inf         inf   
2774        1      3       0     -0.028782   0.012182   0.000000   0.576026   25.000000   0.750616      inf         inf         inf   
2775        1      3       0     -0.038029   -0.014195   0.000000   0.524184   25.000000   0.750619      inf         inf         inf   
2776        1      3       0     -0.040394   -0.015723   0.000000   0.510147   25.000000   0.750620      inf         inf         inf   
2777        3      0       0     0.895807   25.000000   -0.748744       inf           inf           inf       inf   inf   inf
2778        1      3       0     -0.028955   -0.007328   0.000000   0.577825   25.000000   0.750619      inf         inf         inf   
2779        3      0       0     1.021059   25.000000   -0.748348       inf           inf           inf       inf   inf   inf
2780        3      0       0     0.921227   25.000000   -0.753325       inf           inf           inf       inf   inf   inf
2781        2      1       3     -0.000017   -0.097533   0.003196   -0.003206   0.009095   0.000000   -0.750586   25.000000   0.750656
2782        1      2       3     -0.001513   -0.002089   0.000000   -0.000004   0.048659   0.001524   -0.750583   25.000000   0.750661
2783        1      2       3     -0.000696   -0.012888   0.000000   -0.000000   0.010331   0.000697   -0.750602   25.000000   0.750636
2784        1      3       0     -0.039132   -0.004888   0.000000   0.516304   25.000000   0.750618      inf         inf         inf   
2785        2      1       3     -0.000153   -0.288521   0.008873   -0.008938   0.007471   0.000000   -0.750604   25.000000   0.750634
2786        3      0       0     0.926484   25.000000   -0.752632       inf           inf           inf       inf   inf   inf
2787        1      2       3     -0.005652   -0.011621   0.000000   -0.000058   0.181524   0.005797   -0.750598   25.000000   0.750641
2788        1      2       3     -0.005258   -0.002537   0.000000   -0.000056   0.176950   0.005388   -0.750594   25.000000   0.750647
2789        1      3       0     -0.020125   0.002404   0.000000   0.629400   25.000000   0.750617      inf         inf         inf   
2790        1      3       0     -0.029129   0.001361   0.000000   0.575518   25.000000   0.750617      inf         inf         inf   
2791        1      3       0     -0.021827   0.012327   0.000000   0.617664   25.000000   0.750616      inf         inf         inf   
2792        1      3       0     -0.021523   -0.007698   0.000000   0.622571   25.000000   0.750619      inf         inf         inf   
2793        2      1       3     -0.000035   -0.139147   0.003881   -0.003887   -0.010153   0.000000   -0.750603   25.000000   0.750635
2794        3      0       0     0.938061   25.000000   -0.747914       inf           inf           inf       inf   inf   inf
2795        3      0       0     0.935494   25.000000   -0.753160       inf           inf           inf       inf   inf   inf
2796        1      2       3     -0.004383   -0.006528   0.000000   -0.000036   0.142407   0.004471   -0.750587   25.000000   0.750656
2797        1      3       0     -0.046088   0.005548   0.000000   0.473191   25.000000   0.750617      inf         inf         inf   
2798        3      0       0     0.956831   25.000000   -0.749843       inf           inf           inf       inf   inf   inf
2799        2      1       3     -0.000083   -0.212579   0.006772   -0.006815   0.013580   0.000000   -0.750593   25.000000   0.750647
2800        1      3       0     -0.014704   -0.008901   0.000000   0.663778   25.000000   0.750619      inf         inf         inf   
2801        1      3       0     -0.018730   -0.016183   0.000000   0.640714   25.000000   0.750620      inf         inf         inf   
2802        3      0       0     0.909246   25.000000   -0.753207       inf           inf           inf       inf   inf   inf
2803        3      0       0     1.005920   25.000000   -0.753048       inf           inf           inf       inf   inf   inf
2804        3      0       0     0.987544   25.000000   -0.752963       inf           inf           inf       inf   inf   inf
2805        3      0       0     0.923951   25.000000   -0.752012       inf           inf           inf       inf   inf   inf
2806        1      3       0     -0.014937   0.007771   0.000000   0.659668   25.000000   0.750617      inf         inf         inf   
2807        1      3       0     -0.043700   0.015947   0.000000   0.486189   25.000000   0.750615      inf         inf         inf   
2808        1      3       0     -0.011730   -0.015172   0.000000   0.682713   25.000000   0.750620      inf         inf         inf   
2809        1      3       0     -0.044990   -0.010794   0.000000   0.481839   25.000000   0.750619      inf         inf         inf   
2810        1      3       0     -0.013286   -0.005658   0.000000   0.671771   25.000000   0.750618      inf         inf         inf   
2811        1      3       0     -0.010710   0.004618   0.000000   0.685536   25.000000   0.750617      inf         inf         inf   
2812        3      0       0     1.011970   25.000000   -0.751044       inf           inf           inf       inf   inf   inf
2813        2      1       3     -0.000000   -0.007000   0.000495   -0.000496   0.009512   0.000000   -0.750596   25.000000   0.750644
2814        3      0       0     1.019416   25.000000   -0.748588       inf           inf           inf       inf   inf   inf
2815        3      0       0     0.880754   25.000000   -0.749670       inf           inf           inf       inf   inf   inf
2816        1      3       0     -0.014122   -0.005529   0.000000   0.666723   25.000000   0.750618      inf         inf         inf   
2817        1      2       3     -0.005633   0.014197   0.000000   -0.000076   0.207061   0.005794   -0.750611   25.000000   0.750625
2818        1      3       0     -0.040558   0.015876   0.000000   0.505007   25.000000   0.750615      inf         inf         inf   
2819        3      0       0     1.043910   25.000000   -0.752340       inf           inf           inf       inf   inf   inf
2820        1      3       0     -0.043900   0.010784   0.000000   0.485647   25.000000   0.750616      inf         inf         inf   
2821        1      3       0     -0.025132   0.012328   0.000000   0.597868   25.000000   0.750616      inf         inf         inf   
2822        1      3       0     -0.045382   0.006332   0.000000   0.477326   25.000000   0.750617      inf         inf         inf   
2823        2      1       3     -0.000077   -0.205070   0.006120   -0.006146   -0.001264   0.000000   -0.750586   25.000000   0.750655
2824        3      0       0     0.858242   25.000000   -0.751612       inf           inf           inf       inf   inf   inf
2825        1      3       0     -0.025895   -0.007541   0.000000   0.596259   25.000000   0.750619      inf         inf         inf   
2826        1      3       0     -0.025347   -0.002251   0.000000   0.598760   25.000000   0.750618      inf         inf         inf   
2827        3      0       0     0.938188   25.000000   -0.751353       inf           inf           inf       inf   inf   inf
2828        1      3       0     -0.046831   0.016120   0.000000   0.467431   25.000000   0.750615      inf         inf         inf   
2829        2      1       3     -0.000068   -0.192763   0.005839   -0.005864   0.001789   0.000000   -0.750595   25.000000   0.750645
2830        1      3       0     -0.040431   0.000629   0.000000   0.507770   25.000000   0.750617      inf         inf         inf   
2831        3      0       0     1.039683   25.000000   -0.750653       inf           inf           inf       inf   inf   inf
2832        2      1       3     -0.000021   -0.107029   0.003396   -0.003406   0.006216   0.000000   -0.750614   25.000000   0.750623
2833        2      1       3     -0.000136   -0.272225   0.008079   -0.008122   -0.003323   0.000000   -0.750598   25.000000   0.750642
2834        1      2       3     -0.005957   -0.015753   0.000000   -0.000063   0.188043   0.006116   -0.750601   25.000000   0.750638
2835        1      3       0     -0.012609   -0.000482   0.000000   0.674987   25.000000   0.750618      inf         inf         inf   
2836        1      3       0     -0.023454   0.002592   0.000000   0.609396   25.000000   0.750617      inf         inf         inf   
2837        1      3       0     -0.024245   0.011873   0.000000   0.603252   25.000000   0.750616      inf         inf         inf   
2838        1      3       0     -0.016528   -0.012444   0.000000   0.653377   25.000000   0.750619      inf         inf         inf   
2839        1      3       0     -0.046508   0.016348   0.000000   0.469333   25.000000   0.750615      inf         inf         inf   
2840        1      3       0     -0.030030   -0.007580   0.000000   0.571399   25.000000   0.750619      inf         inf         inf   
2841        1      3       0     -0.029577   -0.010375   0.000000   0.574526   25.000000   0.750619      inf         inf         inf   
2842        1      3       0     -0.025282   0.016493   0.000000   0.596351   25.000000   0.750615      inf         inf         inf   
2843        3      0       0     0.839588   25.000000   -0.748638       inf           inf           inf       inf   inf   inf
2844        3      0       0     0.971317   25.000000   -0.749739       inf           inf           inf       inf   inf   inf
2845        3      0       0     1.027951   25.000000   -0.750881       inf           inf           inf       inf   inf   inf
2846        1      2       3     -0.000291   -0.005688   0.000000   -0.000000   0.004023   0.000292   -0.750594   25.000000   0.750647
2847        1      3       0     -0.032055   -0.012325   0.000000   0.559892   25.000000   0.750619      inf         inf         inf   
2848        1      3       0     -0.017131   -0.002375   0.000000   0.648134   25.000000   0.750618      inf         inf         inf   
2849        1      2       3     -0.008327   -0.013102   0.000000   -0.000133   0.275091   0.008649   -0.750611   25.000000   0.750625
2850        1      2       3     -0.000812   -0.000670   0.000000   -0.000001   0.026466   0.000815   -0.750598   25.000000   0.750641
2851        3      0       0     0.863961   25.000000   -0.750938       inf           inf           inf       inf   inf   inf
2852        1      3       0     -0.028551   0.012232   0.000000   0.577406   25.000000   0.750616      inf         inf         inf   
2853        2      1       3     -0.000090   -0.221291   0.006527   -0.006554   -0.004081   0.000000   -0.750600   25.000000   0.750638
2854        1      3       0     -0.036590   0.007026   0.000000   0.529958   25.000000   0.750617      inf         inf         inf   
2855        2      1       3     -0.000140   -0.275364   0.007936   -0.007970   -0.011675   0.000000   -0.750592   25.000000   0.750649
2856        3      0       0     0.890234   25.000000   -0.753060       inf           inf           inf       inf   inf   inf
2857        1      3       0     -0.049230   -0.012414   0.000000   0.456520   25.000000   0.750619      inf         inf         inf   
2858        1      3       0     -0.019040   -0.005456   0.000000   0.637150   25.000000   0.750618      inf         inf         inf   
2859        3      0       0     1.036613   25.000000   -0.748025       inf           inf           inf       inf   inf   inf
2860        1      3       0     -0.042437   0.005113   0.000000   0.495145   25.000000   0.750617      inf         inf         inf   
2861        3      0       0     0.985745   25.000000   -0.748219       inf           inf           inf       inf   inf   inf
2862        1      3       0     -0.010410   0.001944   0.000000   0.687785   25.000000   0.750617      inf         inf         inf   
2863        1      3       0     -0.012182   0.012637   0.000000   0.675388   25.000000   0.750616      inf         inf         inf   
2864        1      3       0     -0.034652   -0.015542   0.000000   0.544711   25.000000   0.750620      inf         inf         inf   
2865        1      2       3     -0.003306   -0.006473   0.000000   -0.000020   0.105297   0.003355   -0.750617   25.000000   0.750619
2866        1      3       0     -0.036020   0.008647   0.000000   0.533153   25.000000   0.750616      inf         inf         inf   
2867        1      2       3     -0.005670   0.015545   0.000000   -0.000078   0.209718   0.005834   -0.750584   25.000000   0.750660
2868        3      0       0     0.926903   25.000000   -0.747700       inf           inf           inf       inf   inf   inf
2869        1      3       0     -0.023627   -0.015423   0.000000   0.611098   25.000000   0.750620      inf         inf         inf   
2870        1      3       0     -0.043843   0.007660   0.000000   0.486386   25.000000   0.750617      inf         inf         inf   
2871        2      1       3     -0.000181   -0.313310   0.009071   -0.009118   -0.011882   0.000000   -0.750584   25.000000   0.750659
2872        1      3       0     -0.027027   -0.007935   0.000000   0.589506   25.000000   0.750619      inf         inf         inf   
2873        1      3       0     -0.045316   -0.003479   0.000000   0.478956   25.000000   0.750618      inf         inf         inf   
2874        2      1       3     -0.000043   -0.154123   0.004295   -0.004302   -0.011404   0.000000   -0.750594   25.000000   0.750647
2875        3      0       0     0.889275   25.000000   -0.753362       inf           inf           inf       inf   inf   inf
2876        3      0       0     1.039130   25.000000   -0.748403       inf           inf           inf       inf   inf   inf
2877        1      2       3     -0.001798   0.014684   0.000000   -0.000010   0.075136   0.001816   -0.750589   25.000000   0.750652
2878        1      2       3     -0.003222   -0.003369   0.000000   -0.000020   0.105531   0.003269   -0.750609   25.000000   0.750628
2879        1      3       0     -0.033778   0.004631   0.000000   0.547154   25.000000   0.750617      inf         inf         inf   
2880        3      0       0     0.906767   25.000000   -0.750767       inf           inf           inf       inf   inf   inf
2881        1      3       0     -0.012851   -0.002566   0.000000   0.673875   25.000000   0.750618      inf         inf         inf   
2882        2      1       3     -0.000295   -0.398073   0.011674   -0.011760   -0.010001   0.000000   -0.750587   25.000000   0.750655
2883        1      3       0     -0.042863   0.012425   0.000000   0.491653   25.000000   0.750616      inf         inf         inf   
2884        3      0       0     1.033599   25.000000   -0.750625       inf           inf           inf       inf   inf   inf
2885        1      3       0     -0.042078   -0.008017   0.000000   0.498999   25.000000   0.750619      inf         inf         inf   
2886        3      0       0     1.049110   25.000000   -0.752694       inf           inf           inf       inf   inf   inf
2887        1      3       0     -0.028699   -0.005962   0.000000   0.579167   25.000000   0.750618      inf         inf         inf   
2888        1      3       0     -0.010599   -0.002889   0.000000   0.687461   25.000000   0.750618      inf         inf         inf   
2889        1      3       0     -0.025365   0.013850   0.000000   0.596248   25.000000   0.750616      inf         inf         inf   
2890        1      3       0     -0.026935   -0.004419   0.000000   0.589543   25.000000   0.750618      inf         inf         inf   
2891        3      0       0     0.969283   25.000000   -0.749027       inf           inf           inf       inf   inf   inf
2892        3      0       0     0.831407   25.000000   -0.752338       inf           inf           inf       inf   inf   inf
2893        1      3       0     -0.034591   -0.011464   0.000000   0.544507   25.000000   0.750619      inf         inf         inf   
2894        2      1       3     -0.000048   -0.162175   0.005309   -0.005339   0.015182   0.000000   -0.750610   25.000000   0.750627
2895        1      3       0     -0.023863   0.006030   0.000000   0.606422   25.000000   0.750617      inf         inf         inf   
2896        1      3       0     -0.040164   -0.006135   0.000000   0.510263   25.000000   0.750618      inf         inf         inf   
2897        3      0       0     0.958071   25.000000   -0.752318       inf           inf           inf       inf   inf   inf
2898        3      0       0     0.902610   25.000000   -0.747982       inf           inf           inf       inf   inf   inf
2899        3      0       0     0.916385   25.000000   -0.748817       inf           inf           inf       inf   inf   inf
2900        1      3       0     -0.037831   -0.014670   0.000000   0.525442   25.000000   0.750620      inf         inf         inf   
2901        1      3       0     -0.047344   0.003919   0.000000   0.465860   25.000000   0.750617      inf         inf         inf   
2902        3      0       0     1.026023   25.000000   -0.752283       inf           inf           inf       inf   inf   inf
2903        1      3       0     -0.014963   -0.004417   0.000000   0.661491   25.000000   0.750618      inf         inf         inf   
2904        1      3       0     -0.018166   0.014487   0.000000   0.639250   25.000000   0.750616      inf         inf         inf   
2905        3      0       0     0.901925   25.000000   -0.749614       inf           inf           inf       inf   inf   inf
2906        1      3       0     -0.023731   0.003626   0.000000   0.607575   25.000000   0.750617      inf         inf         inf   
2907        1      3       0     -0.027156   -0.008544   0.000000   0.588823   25.000000   0.750619      inf         inf         inf   
2908        3      0       0     0.946770   25.000000   -0.751800       inf           inf           inf       inf   inf   inf
2909        1      3       0     -0.038597   -0.009083   0.000000   0.520079   25.000000   0.750619      inf         inf         inf   
2910        1      2       3     -0.007304   -0.006776   0.000000   -0.000106   0.244884   0.007554   -0.750615   25.000000   0.750622
2911        1      3       0     -0.014522   0.008097   0.000000   0.662103   25.000000   0.750616      inf         inf         inf   
2912        1      3       0     -0.047108   -0.010233   0.000000   0.469022   25.000000   0.750619      inf         inf         inf   
2913        2      1       3     -0.000037   -0.142852   0.004295   -0.004308   0.000207   0.000000   -0.750609   25.000000   0.750627
2914        1      3       0     -0.041178   -0.000512   0.000000   0.503429   25.000000   0.750618      inf         inf         inf   
2915        3      0       0     1.022967   25.000000   -0.748167       inf           inf           inf       inf   inf   inf
2916        3      0       0     0.978260   25.000000   -0.752455       inf           inf           inf       inf   inf   inf
2917        3      0       0     1.036878   25.000000   -0.748687       inf           inf           inf       inf   inf   inf
2918        3      0       0     0.963363   25.000000   -0.749691       inf           inf           inf       inf   inf   inf
2919        3      0       0     0.959210   25.000000   -0.750732       inf           inf           inf       inf   inf   inf
2920        1      3       0     -0.019512   -0.006471   0.000000   0.634471   25.000000   0.750618      inf         inf         inf   
2921        3      0       0     0.924371   25.000000   -0.750533       inf           inf           inf       inf   inf   inf
2922        3      0       0     1.042087   25.000000   -0.749712       inf           inf           inf       inf   inf   inf
2923        2      1       3     -0.000010   -0.074055   0.002453   -0.002460   0.007776   0.000000   -0.750608   25.000000   0.750630
2924        3      0       0     0.877645   25.000000   -0.753209       inf           inf           inf       inf   inf   inf
2925        1      2       3     -0.003385   -0.011828   0.000000   -0.000019   0.102602   0.003434   -0.750601   25.000000   0.750639
2926        1      2       3     -0.000993   0.004586   0.000000   -0.000003   0.037827   0.000998   -0.750611   25.000000   0.750625
2927        2      1       3     -0.000147   -0.282628   0.008080   -0.008113   -0.014285   0.000000   -0.750612   25.000000   0.750625
2928        1      3       0     -0.025237   -0.012387   0.000000   0.600945   25.000000   0.750619      inf         inf         inf   
2929        1      3       0     -0.037067   0.001388   0.000000   0.527861   25.000000   0.750617      inf         inf         inf   
2930        3      0       0     0.989103   25.000000   -0.749455       inf           inf           inf       inf   inf   inf
2931        1      3       0     -0.038516   -0.011950   0.000000   0.520955   25.000000   0.750619      inf         inf         inf   
2932        2      1       3     -0.000267   -0.379005   0.010972   -0.011041   -0.014611   0.000000   -0.750586   25.000000   0.750656
2933        3      0       0     0.895107   25.000000   -0.749349       inf           inf           inf       inf   inf   inf
2934        1      3       0     -0.042496   -0.003230   0.000000   0.495871   25.000000   0.750618      inf         inf         inf   
2935        1      3       0     -0.038116   0.002918   0.000000   0.521357   25.000000   0.750617      inf         inf         inf   
2936        1      3       0     -0.020380   0.014007   0.000000   0.626070   25.000000   0.750616      inf         inf         inf   
2937        2      1       3     -0.000001   -0.028480   0.000797   -0.000797   -0.001954   0.000000   -0.750583   25.000000   0.750661
2938        1      3       0     -0.029392   0.013201   0.000000   0.572228   25.000000   0.750616      inf         inf         inf   
2939        1      3       0     -0.044908   0.003009   0.000000   0.480591   25.000000   0.750617      inf         inf         inf   
2940        1      3       0     -0.020075   0.016110   0.000000   0.627574   25.000000   0.750615      inf         inf         inf   
2941        3      0       0     0.972560   25.000000   -0.749432       inf           inf           inf       inf   inf   inf
2942        3      0       0     0.929619   25.000000   -0.752381       inf           inf           inf       inf   inf   inf
2943        3      0       0     0.879977   25.000000   -0.748342       inf           inf           inf       inf   inf   inf
2944        1      3       0     -0.020651   -0.005265   0.000000   0.627438   25.000000   0.750618      inf         inf         inf   
2945        3      0       0     0.914862   25.000000   -0.749745       inf           inf           inf       inf   inf   inf
2946        1      3       0     -0.014078   0.008392   0.000000   0.664720   25.000000   0.750616      inf         inf         inf   
2947        3      0       0     0.932560   25.000000   -0.753346       inf           inf           inf       inf   inf   inf
2948        1      3       0     -0.029258   0.000395   0.000000   0.574880   25.000000   0.750618      inf         inf         inf   
2949        1      3       0     -0.023516   -0.003459   0.000000   0.609943   25.000000   0.750618      inf         inf         inf   
2950        3      0       0     0.887356   25.000000   -0.752447       inf           inf           inf       inf   inf   inf
2951        1      3       0     -0.037777   0.011835   0.000000   0.522196   25.000000   0.750616      inf         inf         inf   
2952        2      1       3     -0.000242   -0.361123   0.010991   -0.011086   0.005349   0.000000   -0.750609   25.000000   0.750628
2953        1      3       0     -0.045831   0.015045   0.000000   0.473551   25.000000   0.750616      inf         inf         inf   
2954        3      0       0     0.957869   25.000000   -0.751477       inf           inf           inf       inf   inf   inf
2955        3      0       0     0.843795   25.000000   -0.751655       inf           inf           inf       inf   inf   inf
2956        3      0       0     0.843824   25.000000   -0.748739       inf           inf           inf       inf   inf   inf
2957        1      3       0     -0.023605   -0.010509   0.000000   0.610478   25.000000   0.750619      inf         inf         inf   
2958        1      2       3     -0.003950   0.016044   0.000000   -0.000040   0.150208   0.004031   -0.750584   25.000000   0.750658
2959        3      0       0     0.920002   25.000000   -0.747875       inf           inf           inf       inf   inf   inf
2960        3      0       0     1.048232   25.000000   -0.752572       inf           inf           inf       inf   inf   inf
2961        3      0       0     0.873037   25.000000   -0.748508       inf           inf           inf       inf   inf   inf
2962        1      3       0     -0.025642   0.013748   0.000000   0.594600   25.000000   0.750616      inf         inf         inf   
2963        3      0       0     0.866947   25.000000   -0.750525       inf           inf           inf       inf   inf   inf
2964        1      3       0     -0.027130   0.006970   0.000000   0.586691   25.000000   0.750617      inf         inf         inf   
2965        1      3       0     -0.023433   0.012358   0.000000   0.608044   25.000000   0.750616      inf         inf         inf   
2966        1      3       0     -0.025383   -0.003598   0.000000   0.598743   25.000000   0.750618      inf         inf         inf   
2967        1      3       0     -0.031495   0.003788   0.000000   0.560970   25.000000   0.750617      inf         inf         inf   
2968        1      3       0     -0.028993   0.005566   0.000000   0.575719   25.000000   0.750617      inf         inf         inf   
2969        1      3       0     -0.025848   0.006471   0.000000   0.594448   25.000000   0.750617      inf         inf         inf   
2970        2      1       3     -0.000009   -0.069700   0.001845   -0.001845   -0.008370   0.000000   -0.750587   25.000000   0.750655
2971        1      3       0     -0.046595   -0.001682   0.000000   0.471048   25.000000   0.750618      inf         inf         inf   
2972        2      1       3     -0.000018   -0.100602   0.003445   -0.003459   0.014465   0.000000   -0.750587   25.000000   0.750654
2973        3      0       0     0.895828   25.000000   -0.753022       inf           inf           inf       inf   inf   inf
2974        1      3       0     -0.008364   0.012492   0.000000   0.698276   25.000000   0.750616      inf         inf         inf   
2975        1      3       0     -0.037556   -0.003105   0.000000   0.525533   25.000000   0.750618      inf         inf         inf   
2976        1      2       3     -0.006262   0.001185   0.000000   -0.000083   0.216008   0.006450   -0.750595   25.000000   0.750645
2977        1      3       0     -0.049766   -0.002226   0.000000   0.452066   25.000000   0.750618      inf         inf         inf   
2978        2      1       3     -0.000258   -0.372838   0.011343   -0.011444   0.005392   0.000000   -0.750594   25.000000   0.750647
2979        1      3       0     -0.016186   0.004665   0.000000   0.652678   25.000000   0.750617      inf         inf         inf   
2980        1      3       0     -0.024112   0.007150   0.000000   0.604761   25.000000   0.750617      inf         inf         inf   
2981        2      1       3     -0.000265   -0.377438   0.011357   -0.011453   0.000933   0.000000   -0.750584   25.000000   0.750658
2982        1      2       3     -0.005198   0.012630   0.000000   -0.000064   0.190207   0.005335   -0.750582   25.000000   0.750662
2983        1      3       0     -0.043341   0.000363   0.000000   0.490330   25.000000   0.750618      inf         inf         inf   
2984        1      3       0     -0.048129   -0.014668   0.000000   0.463425   25.000000   0.750620      inf         inf         inf   
2985        2      1       3     -0.000073   -0.199159   0.006086   -0.006114   0.003689   0.000000   -0.750602   25.000000   0.750637
